row,created_at,ticker,headline,day_change_pct,momentum,momentum_conviction,value,value_conviction,risk,risk_conviction,weighted_committee_score,weighted_implied_action,pm_action,sentiment,confidence,risk_should_trade,execution_submitted,risk_gate_reason,verdict,severity_score,flags,pm_reasoning
73,2026-05-11 20:35:29.284594+00,EVI,"EVI Industries Q3 EPS $0.05 Misses $0.16 Estimate, Sales $101.134M Miss $111.300M Estimate",-5.44,BEARISH,0.85,NEUTRAL,0.65,BEARISH,0.9,-1.75,SELL,SELL,-0.7,0.78,False,False,Directional sentiment did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between near-term momentum and long-term fundamentals. While the Momentum Trader and Risk Manager express bearish views with high conviction scores (0.85 and 0.90, respectively), the Value Investor presents a more nuanced, neutral perspective (conviction=0.65). The dual EPS and sales miss, combined with the Risk Manager's concerns about potential regulatory backlash, weigh heavily on the sentiment. However, the Value Investor's points about EVI's strong cash position and contract visibility prevent a unanimous bearish stance."
74,2026-05-11 20:30:38.189079+00,ROOT,"UBS Maintains Neutral on Root, Lowers Price Target to $50",0.57,BEARISH,0.8,NEUTRAL,0.4,NEUTRAL,0.6,-0.8,SELL,HOLD,-0.2,0.58,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the potential for short-term momentum selling due to UBS's lowered price target for ROOT to $50 and the possibility that this action may not signify a significant fundamental deterioration. While the momentum trader (conviction=0.80) suggests a bearish outlook, the value investor (conviction=0.40) and risk manager (conviction=0.60) provide counterpoints that suggest a more nuanced view. The high-conviction dissenter, the momentum trader, meaningfully lowers my confidence in a bullish stance."
75,2026-05-11 20:30:35.01388+00,IHRT,iHeartMedia Q1 EPS $(0.61) Misses $(0.45) Estimate,-2.64,BEARISH,0.8,BEARISH,0.9,NEUTRAL,0.7,-1.7,SELL,SELL,-0.77,0.8,False,False,Directional sentiment did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the bearish views of the momentum trader and value investor, who cite the Q1 EPS miss as a significant negative surprise, and the neutral stance of the risk manager, who warns of potential macroeconomic risks. The value investor's high conviction score of 0.90 and the momentum trader's score of 0.80 suggest a strong bearish sentiment, which is only partially offset by the risk manager's neutral view with a conviction score of 0.70."
76,2026-05-11 20:30:31.248358+00,PLRX,Pliant Therapeutics Q1 EPS $(0.32) Beats $(0.35) Estimate,-2.04,BULLISH,0.8,NEUTRAL,0.4,BEARISH,0.6,0.2,HOLD,HOLD,0.07,0.53,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term momentum and long-term risks. While the momentum trader and value investor see potential for a short-term pop and a positive development, respectively, the risk manager cautions about the significant tail risks associated with PLRX's developmental stage and regulatory uncertainty. Given the mixed views and moderate conviction scores, I choose to HOLD PLRX, as the current information does not provide a clear buy or sell signal."
77,2026-05-11 20:30:29.014568+00,SANA,Sana Biotechnology Q1 Adj. EPS $(0.14) Beats $(0.17) Estimate,1.28,BULLISH,0.75,BEARISH,0.65,NEUTRAL,0.9,0.1,HOLD,HOLD,0.15,0.58,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term momentum and long-term fundamental concerns. While the momentum trader and risk manager see potential for a bullish breakout, the value investor cautions against ignoring significant cash burn and speculative valuation. The high-conviction risk manager (0.90) and momentum trader (0.75) outvote the value investor (0.65), but their bullish and neutral perspectives are not strongly aligned, leading to a moderate overall confidence. Given the balance of short-term momentum and long-term risks, a cautious approach is warranted."
78,2026-05-11 20:26:07.910087+00,MGX,"Metagenomi Q1 EPS $(0.61) Misses $(0.55) Estimate, Sales $1.248M Miss $5.925M Estimate",-4.58,BEARISH,0.9,NEUTRAL,0.6,BEARISH,0.8,-1.7,SELL,SELL,-0.7,0.78,False,False,Directional sentiment did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the immediate negative impact of the earnings miss and the potential for downside acceleration versus the cushion provided by MGX's low valuation. While the momentum trader and risk manager express bearish views with high conviction scores of 0.90 and 0.80 respectively, the value investor's neutral stance with a conviction score of 0.60 suggests a more nuanced scenario. Weighing these perspectives, I conclude that the bearish views, particularly the high-conviction momentum trader, have a stronger influence on the decision."
79,2026-05-11 20:25:59.012146+00,GTLB,GitLab Announces Reduction In Force To Realign Operating Structure; Co Reaffirms FY2027 Guidance;  Expects Q1 FY2027 Results In-line With Prior Guidance; To Reinvest Majority Of Savings From Reduction In Force Into Strategic Growth Initiatives,-1.33,NEUTRAL,0.8,NEUTRAL,0.6,BEARISH,0.9,-0.9,SELL,HOLD,-0.2,0.75,False,False,Portfolio Manager chose HOLD.,Minor concern,2,risk_manager_generic_macro_or_regulatory_risk; high_confidence_hold,"The committee is split between neutral and bearish assessments. The Risk Manager's high-conviction bearish perspective on talent retention risks and competitive disadvantages raises significant concerns, counterbalanced by the Momentum Trader's moderate conviction in strategic realignment potential. The Value Investor's low conviction reinforces the neutral stance. This creates a fragile consensus requiring caution."
80,2026-05-11 20:25:48.823759+00,SGHC,Super Group (SGHC) FY2026  Revenue expected to be more than $2.550B vs $2.252B Est,0.77,BULLISH,0.9,BULLISH,0.6,BEARISH,0.8,0.7,HOLD,HOLD,0.43,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate on SGHC's FY2026 revenue guidance reveals a key tension between bullish growth prospects and potential regulatory and macroeconomic risks. While two analysts are bullish, with conviction scores of 0.90 and 0.60, the risk manager presents a high-conviction bearish case at 0.80, highlighting potential risks that could impact the company's growth trajectory. The bullish sentiment is driven by the significant upward revision in revenue expectations, but the bearish perspective cautions against overlooking regulatory and macroeconomic headwinds."
81,2026-05-11 20:25:45.765975+00,METCB,"Ramaco Resources Q1 EPS $(0.15) Beats $(0.20) Estimate, Sales $121.613M Miss $129.738M Estimate",1.56,BULLISH,0.8,BEARISH,0.7,NEUTRAL,0.9,0.1,HOLD,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between momentum and value perspectives. While the momentum trader and risk manager are bullish or neutral with high conviction scores (0.80 and 0.90, respectively), the value investor presents a bearish view with a relatively lower conviction score (0.70). The EPS beat and positive price action support the bullish case, but the value investor's concerns about profitability and revenue growth are valid. Given the mixed views, I will exercise caution and maintain a neutral stance."
82,2026-05-11 20:25:42.051934+00,TTRX,Turn Therapeutics Q1 EPS $(0.03) Misses $(0.02) Estimate,0.81,BEARISH,0.8,NEUTRAL,0.4,NEUTRAL,0.6,-0.8,SELL,HOLD,-0.2,0.45,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between near-term earnings performance and long-term fundamentals. While the momentum trader expresses a high-conviction bearish view (0.80) on the EPS miss, the value investor and risk manager offer more neutral perspectives, weighing the company's overall financial health and potential regulatory risks. The bearish view, although outvoted, still merits consideration due to its high conviction score."
83,2026-05-11 20:25:38.855285+00,GPRO,"GoPro Launches Strategic Review, Exploring Potential Sale Or Merger Following Defense Expansion Interest",-2.9,BEARISH,0.8,BEARISH,0.9,NEUTRAL,0.7,-1.7,SELL,SELL,-0.73,0.84,False,False,Directional sentiment did not clear the configured threshold.,Minor concern,2,pm_directional_but_risk_gate_blocked,"The committee debate highlights a bearish consensus, with two analysts (Momentum Trader and Value Investor) expressing concerns about GoPro's strategic review and potential sale or merger, citing a lack of confidence in the company's trajectory and significant uncertainty. The Risk Manager presents a more nuanced view, warning of potential regulatory risks but also hinting at the possibility of a strategic acquisition unlocking value. The key tension lies in the balance between the negative implications of the strategic review and the potential for a complex regulatory review process to delay or block a sale or merger. Weighing the high conviction scores of the bearish analysts (0.80 and 0.90) against the more neutral Risk Manager (0.70), I lean towards a cautious approach."
84,2026-05-11 20:25:36.021582+00,GPRO,"GoPro Q1 Adj. EPS $(0.35) Misses $(0.04) Estimate, Sales $99.065M Beat $69.916M Estimate",-2.9,BEARISH,0.8,NEUTRAL,0.6,BEARISH,0.9,-1.7,SELL,SELL,-0.5,0.65,False,False,Directional sentiment did not clear the configured threshold.,Minor concern,2,pm_directional_but_risk_gate_blocked,"The committee debate highlights a key tension between the earnings miss and the sales beat. While the momentum trader and risk manager express bearish views with high conviction scores of 0.80 and 0.90, respectively, the value investor takes a neutral stance with a conviction score of 0.60. The high-conviction dissenters, particularly the risk manager, raise concerns about potential liquidity risks and market volatility. However, the value investor's neutral perspective suggests that the stock price may have already factored in significant pessimism. Weighing these views, I conclude that the downside risks outweigh the potential upside, but with a moderate level of confidence."
85,2026-05-11 20:25:33.196485+00,ELTX,Elicio Therapeutics Q1 EPS $(0.65) Misses $(0.47) Estimate,16.41,BEARISH,0.8,NEUTRAL,0.4,NEUTRAL,0.7,-0.8,SELL,HOLD,0.03,0.57,False,False,Portfolio Manager chose HOLD.,Minor concern,1,value_analyst_used_technical_or_unsourced_market_claims,"The committee debate highlights a key tension between the momentum trader's bearish reversal prediction and the value investor's and risk manager's more cautious views. While the momentum trader's conviction score of 0.80 suggests a strong bearish case, the value investor's neutral stance and lower conviction score of 0.40, combined with the risk manager's neutral view and conviction score of 0.70, suggest that the situation is more nuanced. The +16.41% stock surge today raises questions about the market's expectations and the stock's short-term direction."
86,2026-05-11 20:25:30.115661+00,QUBT,"Quantum Computing Q1 EPS $(0.02) Beats $(0.05) Estimate, Sales $3.691M Beat $3.275M Estimate",6.05,BULLISH,0.9,NEUTRAL,0.6,BEARISH,0.8,0.1,HOLD,HOLD,0.23,0.58,False,False,Portfolio Manager chose HOLD.,Minor concern,2,value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term momentum and long-term fundamental concerns. While the momentum trader and value investor see the earnings beat as a positive catalyst, the risk manager raises important concerns about the company's competitive position and industry risks. The high-conviction dissenter (Risk Manager, 0.80) tempers my confidence in the stock's upside potential."
87,2026-05-11 20:25:26.351646+00,DAIC,CID Holdco Affirms FY2026 Sales Guidance of $6.000M-$7.500M.,-13.64,BULLISH,0.63,NEUTRAL,0.4,BEARISH,0.8,-0.17,HOLD,HOLD,-0.23,0.51,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the potential for a short-term rebound driven by the reaffirmation of FY2026 sales guidance and concerns about the stock's low liquidity, high volatility, and uncertain market conditions. While the momentum trader sees a bullish catalyst, the risk manager's high-conviction bearish stance (0.80) and the value investor's neutral view with concerns about financial health and growth prospects weigh heavily on the overall sentiment."
88,2026-05-11 20:22:59.400167+00,ATYR,aTyr Pharma Announces Plans For New Phase 3 Trial Of Efzofitimod In Pulmonary Sarcoidosis Following Input From FDA Type C Meeting,0.5,BULLISH,0.8,NEUTRAL,0.6,BEARISH,0.7,0.1,HOLD,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the potential for a positive clinical trial outcome and the associated risks, including regulatory uncertainty and financial implications. While the Momentum Trader is bullish with a conviction score of 0.80, the Risk Manager's bearish stance with a conviction score of 0.70 and the Value Investor's neutral view with a conviction score of 0.60 suggest that the situation is not without challenges. Weighing these perspectives, I conclude that the news is a net positive but with significant uncertainty."
89,2026-05-11 20:22:48.436821+00,EIKN,Eikon Therapeutics Q1 EPS $(2.46) Beats $(4.07) Estimate,0.61,BULLISH,0.8,NEUTRAL,0.4,BEARISH,0.7,0.1,HOLD,HOLD,0.1,0.57,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the potential for bullish momentum following EIKN's Q1 EPS beat and concerns over the company's profitability, competitive moat, and looming regulatory risks. While the Momentum Trader is bullish with a conviction of 0.80, the Risk Manager's bearish view with a conviction of 0.70 and the Value Investor's neutral stance with a conviction of 0.40 suggest that the stock's future is uncertain. Given the mixed views and moderate conviction scores, a cautious approach is warranted."
90,2026-05-11 20:22:36.731906+00,PACS,"PACS Group Q1 EPS $0.50 Beats $0.42 Estimate, Sales $1.420B Beat $1.363B Estimate",-5.09,BULLISH,0.8,BULLISH,0.9,BEARISH,0.6,1.1,BUY,BUY,0.53,0.74,False,False,Directional sentiment did not clear the configured threshold.,Review,4,pm_directional_but_risk_gate_blocked; value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate on PACS Group's Q1 earnings beat reveals a tension between the bullish views on strong fundamentals and the bearish perspective on potential regulatory risks. While two analysts are bullish with high conviction scores of 0.80 and 0.90, a third analyst is bearish with a conviction score of 0.60, citing regulatory scrutiny as a potential risk. The high-conviction dissenter does not significantly lower my confidence due to the relatively lower conviction score compared to the bullish analysts. However, the bearish perspective introduces a cautionary note that needs consideration."
91,2026-05-11 20:22:25.395658+00,SMC,"Summit Midstream Q1 EPS $(0.43) Beats $(0.49) Estimate, Sales $139.142M Miss $139.877M Estimate",1.11,BULLISH,0.8,NEUTRAL,0.6,BEARISH,0.7,0.1,HOLD,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between short-term momentum and long-term fundamental concerns. While the momentum trader sees a short-term boost from the EPS beat, the value investor and risk manager express caution due to mixed fundamentals and potential risks. The high-conviction dissenter, MOMENTUM TRADER (0.80), suggests a bullish outlook, but is counterbalanced by the Risk Manager's bearish view (0.70) and the Value Investor's neutral stance (0.60)."
92,2026-05-11 20:22:13.619482+00,CINT,CI&T Raises FY2026 Sales Guidance from $548.000M-$568.000M to $555.800M-$575.300M vs $561.409M Est,3.49,BULLISH,0.9,NEUTRAL,0.6,BEARISH,0.8,0.1,HOLD,HOLD,0.23,0.58,False,False,Portfolio Manager chose HOLD.,Looks coherent,0,,"The committee debate on CI&T's raised FY2026 sales guidance reveals a key tension between growth momentum and potential risks. While the momentum trader and value investor see positive implications, the risk manager highlights significant currency and economic risks. The high-conviction dissenter (Risk Manager, 0.80) tempers my confidence in a bullish stance."
93,2026-05-11 20:22:02.980494+00,CINT,CI&T Q2  Revenue expected to be more than $140.000M vs $138.317M Est,3.49,BULLISH,0.8,BULLISH,0.6,BEARISH,0.7,0.7,BUY,HOLD,0.23,0.58,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate on CINT's Q2 revenue guidance reveals a tension between the bullish views on momentum and value, and the bearish perspective on risk. While the momentum trader and value investor see the revenue guidance as a positive catalyst, the risk manager raises concerns about potential FX headwinds and macroeconomic uncertainty. Given the conviction scores, the bullish views are counterbalanced by the bearish perspective, leading to a cautious approach."
94,2026-05-11 20:21:51.514147+00,PSIX,"Power Solutions Intl Q1 Adj. EPS $0.36 Misses $0.74 Estimate, Sales $128.592M Miss $160.800M Estimate",-17.92,BEARISH,0.9,BEARISH,0.85,NEUTRAL,0.8,-1.75,SELL,SELL,-0.88,0.87,False,False,Confidence did not clear the configured threshold.,Review,3,pm_directional_but_risk_gate_blocked; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a consensus on the bearish outlook for PSIX following the significant Q1 earnings and revenue misses. The key tension lies in the degree of downside risk, with the Momentum Trader and Value Investor advocating for a sustained downtrend, while the Risk Manager cautions about potential liquidity-driven overshoot. The high conviction scores of all three analysts, particularly the Risk Manager's neutral stance with a high conviction of 0.80, suggest that while there is agreement on the negative outlook, there is a nuanced view on the potential extent and nature of the downside."
95,2026-05-11 20:21:42.795471+00,CINT,"CI&T Q1 Adj. EPS $0.08 Misses $0.09 Estimate, Sales $136.608M Beat $134.678M Estimate",3.49,BEARISH,0.8,NEUTRAL,0.6,BEARISH,0.9,-1.7,SELL,HOLD,-0.2,0.64,False,False,Portfolio Manager chose HOLD.,Minor concern,2,pm_action_differs_from_weighted_committee_SELL,"The committee debate highlights a key tension between the short-term focus on EPS and the long-term growth prospects of CINT. While the momentum trader and risk manager express bearish views with high conviction scores (0.80 and 0.90, respectively), the value investor's neutral stance with a lower conviction score (0.60) suggests a more nuanced view. The EPS miss and potential risks to operational expenses weigh on the stock, but the sales beat and long-term growth prospects provide a counterbalance."
96,2026-05-11 20:21:31.008464+00,CLSK,"Cleanspark Q2 EPS $(1.52) Misses $(0.50) Estimate, Sales $136.408M Miss $145.351M Estimate",0.6,BEARISH,0.8,NEUTRAL,0.4,BEARISH,0.9,-1.7,SELL,SELL,-0.7,0.64,False,False,Directional sentiment did not clear the configured threshold.,Review,4,pm_directional_but_risk_gate_blocked; value_analyst_used_technical_or_unsourced_market_claims; risk_manager_generic_macro_or_regulatory_risk,"The committee debate highlights a key tension between the immediate negative impact of the earnings miss and the potential long-term prospects of CLSK. While the momentum trader and risk manager express bearish views with high conviction scores of 0.80 and 0.90, respectively, the value investor takes a more neutral stance with a lower conviction score of 0.40. The high-conviction dissenter, risk manager, meaningfully lowers confidence in a bullish outlook."
97,2026-05-11 20:21:19.048364+00,MAPS,"WM Tech Q1 EPS $0.01 Misses $0.03 Estimate, Sales $43.558M Beat $42.111M Estimate",-11.53,NEUTRAL,0.8,NEUTRAL,0.9,BEARISH,0.7,-0.7,HOLD,HOLD,-0.1,0.65,False,False,Portfolio Manager chose HOLD.,Looks coherent,0,,"The committee debate highlights the tension between the direct impact of WM Tech's earnings report on MAPS and the potential market-wide implications. While two analysts argue that the report has no direct impact on MAPS, the Risk Manager raises a valid concern about a potential market-wide risk-off event. Given the mixed results and today's -11.53% price drop, I lean towards caution."
98,2026-05-11 20:21:07.478842+00,HLIO,Helios Technologies Raises FY2026 Adj EPS Guidance from $2.60-$2.90 to $2.75-$3.00 vs $2.63 Est; Raises FY2026 Sales Guidance from $820.000M-$860.000M to $840.000M-$870.000M vs $849.418M Est,-0.34,BULLISH,0.8,BULLISH,0.6,BEARISH,0.4,1.0,BUY,HOLD,0.33,0.59,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate on HLIO reveals a split view, with the momentum trader and value investor turning bullish on the back of increased FY2026 guidance, while the risk manager flags potential vulnerabilities. The key tension lies in balancing growth prospects against risk factors. With a high-conviction bullish momentum trader (0.80) and a lower-conviction bearish risk manager (0.40), the value investor's moderate stance (0.60) suggests a cautiously optimistic approach."
99,2026-05-11 20:20:55.97453+00,SRFM,Surf Air Mobility Affirms FY2026 Sales Guidance of $128.000M-$138.000M vs $130.926M Est,2.6,BULLISH,0.8,NEUTRAL,0.6,BEARISH,0.7,0.1,HOLD,HOLD,0.23,0.63,False,False,Portfolio Manager chose HOLD.,Minor concern,1,risk_manager_generic_macro_or_regulatory_risk,"The committee debate reveals a mixed outlook on SRFM's affirmed FY2026 sales guidance. While the Momentum Trader views the guidance affirmation as a positive sign, the Value Investor remains neutral due to concerns about earnings quality and competitive moat strength. The Risk Manager expresses bearish concerns about the impact of rising interest rates on SRFM's growth prospects. The key tension lies in balancing the stable growth outlook against potential risks. Given the split debate and moderate conviction scores, a cautious approach is warranted."
100,2026-05-11 20:20:45.227289+00,PRSO,"Peraso Q1 Adj. EPS $(0.22) Misses $(0.18) Estimate, Sales $963.000K Miss $975.000K Estimate",38.5,BEARISH,0.8,BEARISH,0.9,NEUTRAL,0.7,-1.7,SELL,HOLD,-0.4,0.56,False,False,Portfolio Manager chose HOLD.,Review,3,pm_action_differs_from_weighted_committee_SELL; value_analyst_used_technical_or_unsourced_market_claims,"The committee debate highlights a key tension between the momentum-driven price action and the fundamental earnings miss. While the momentum trader and value investor express bearish views with high conviction scores of 0.80 and 0.90, respectively, the risk manager presents a more nuanced view with a neutral stance and a conviction score of 0.70. The high-conviction dissenters meaningfully lower my confidence in a bullish stance, leading to a cautious approach."
